product_id,id,inventory_item_id,image_id,title,price,sku,position,inventory_policy,compare_at_price,fulfillment_service,inventory_management,created_at,updated_at,taxable,barcode,grams,inventory_quantity,weight,weight_unit,option_1,option_2,option_3,tax_code,old_inventory_quantity,requires_shipping
10000000001,20000000001,30000000001,,Original Flavor,59.99,GREENS,1,continue,59.99,manual,shopify,2023-12-01T17:05:00,2024-07-10T11:22:00,True,,227,-198958,8,oz,Original Flavor,,,PF050700,-198958,True
10000000001,20000000002,30000000002,,Wild Berries,59.99,GREENS-BERRIES,2,continue,59.99,manual,shopify,2023-12-01T17:05:00,2024-07-10T10:49:00,True,,227,-47477,8,oz,Wild Berries,,,PF050700,-47477,True
